"","Subcounty","Ward","Name of SACCO","Type","Reg.status","Reg.number","Number of wards covered","Name of wards covered","Background","Membership","Governance","PlanningCapacity","HumanResource","FinancialPerformance","Automation","TotalScore","Grade"
"222","GATUNDU NORTH","MANG'U","MANGU PROGRESSIVE SAVINGS AND CREDIT SACCO","Agri Based SACCO","Registered","CS/28282",4,"MANG'U CHANIA GITHOBOKONI GITUAMBA",55.6,40,24.2,33.3,16.7,16.7,26.7,26.9,"C"
"223","GATUNDU NORTH","MANG'U","ECONS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED","Community Based SACCO","Registered","CS/24283",1,"MANG'U",66.7,53.3,39.4,22.2,16.7,0,0,25.6,"C"
"224","GATUNDU NORTH","MANG'U","GATUNDU NORTH BODABODA SAVINGS AND CREDIT COOPERATIVE SOCIETY LTD","Transport SACCO","Registered","CS/25823",4,"CHANIA GITHOBOKONI GITUAMBA MANG'U",66.7,33.3,33.3,11.1,0,0,0,17.3,"D"
"225","KIAMBAA","MUCHATHA","Jijenge H Sacco","Community Based SACCO","Registered","CS/19016",1,"MUCHATHA",77.8,53.3,66.7,22.2,16.7,27.8,26.7,40.6,"C"
"226","KIAMBAA","MUCHATHA","ACK MUONGOIYA PARISH SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED","Faith Based SACCO","Registered","CS/11640",1,"MUCHATHA",55.6,33.3,74.2,22.2,0,50,6.7,38.2,"C"
"227","KIAMBAA","MUCHATHA","Muchatha ward transport Co-operative Society limited","Transport SACCO","Registered","CS/27015",1,"MUCHATHA",44.4,33.3,18.2,0,0,0,6.7,12.1,"D"
"228","KABETE","MUGUGA","Karawaz Boda Transcoop","Transport SACCO","Registered","CS/27053",3,"GATUANYAGA MUGUGA SIGONA",44.4,33.3,30.3,0,0,0,0,14.2,"D"
"229","JUJA","MURERA","Visho savings and credit cooperative society ltd","Community Based SACCO","Registered","CS/21977",3,"Kiambu TOWNSHIP MURERA JUJA",77.8,60,77.3,22.2,16.7,50,66.7,52.5,"B"
"230","RUIRU","MWIHOKO","Githurai Tuktuk and Maruti Savings and Credit Cooperative society ltd","Transport SACCO","Registered","CS/26649",3,"KIUU MWIKI MWIHOKO",55.6,40,48.5,44.4,0,11.1,53.3,32.8,"C"
"231","RUIRU","MWIHOKO","Together Mwihoko Sacco Society","Community Based SACCO","Registered","CS/21293",1,"MWIHOKO",72.2,33.3,21.2,0,0,33.3,40,24.2,"D"
"232","RUIRU","MWIKI","Kingdom sacco society limited","Community Based SACCO","Registered","Cs/9208",5,"MWIKI MWIHOKO GITOTHUA BIASHARA GATONG'ORA",66.7,86.7,90.9,44.4,66.7,61.1,86.7,73.5,"B"
"233","RUIRU","MWIKI","Anaweza sacco society limited","Faith Based SACCO","Registered","Cs/11193",2,"KIKUYU MURERA",66.7,73.3,84.8,44.4,66.7,55.6,73.3,67.6,"B"
"234","RUIRU","MWIKI","Expin sacco society limited","Community Based SACCO","Registered","Cs/18125",2,"MWIHOKO MWIKI",88.9,46.7,78.8,22.2,83.3,5.6,66.7,52.5,"B"
"235","RUIRU","MWIKI","Elite Age Comfort sacco ltd","Employer Based SACCO","Registered","Cs/28154",1,"MWIKI",66.7,66.7,48.5,22.2,0,33.3,33.3,37.2,"C"
"236","RUIRU","MWIKI","Unitra trucks sacco society limited","Transport SACCO","Registered","Cs/19632",1,"MWIKI",88.9,13.3,72.7,22.2,16.7,16.7,53.3,37,"C"
"237","RUIRU","MWIKI","Suoerhighway 45 travellers sacco society limited","Transport SACCO","Registered","Cs/13168",1,"MWIKI",55.6,13.3,25.8,0,83.3,38.9,53.3,36.3,"C"
"238","KIKUYU","NACHU","Orthodox Church saving and credit cooperative society LTD","Faith Based SACCO","Registered","CS/15036",3,"KARAI NACHU NDEIYA",55.6,53.3,51.5,22.2,16.7,72.2,46.7,46.9,"C"
"239","KIKUYU","NACHU","NAKILI saving and credit  cooperative society LTD","Transport SACCO","Registered","cs/13119",4,"KARAI KIKUYU NACHU SIGONA",55.6,33.3,60.6,22.2,0,66.7,53.3,43.1,"C"
"240","KIKUYU","NACHU","Nachu community savings and credit cooperative society LTD","Community Based SACCO","Registered","cs/28932",1,"NACHU",44.4,26.7,69.7,11.1,0,0,0,23.6,"D"
"241","KIKUYU","NACHU","RUNAKA saving and credit cooperative society LTD","Community Based SACCO","Registered","CS/24325",1,"NACHU",61.1,33.3,30.3,22.2,0,0,0,17.7,"D"
"242","GATUNDU SOUTH","NDARUGU","Asmac Sacco","Community Based SACCO","Registered","CS/19682",2,"KIGANJO NGENDA",55.6,60,87.9,22.2,83.3,72.2,26.7,64.3,"B"
"243","GATUNDU SOUTH","NDARUGU","GIKAKI YOUTH SAVINGS COOPERTIVE SOCIETY LIMITED","Community Based SACCO","Registered","CS/19017",1,"NDARUGU",77.8,46.7,75.8,22.2,66.7,38.9,40,52.8,"B"
"244","GATUNDU SOUTH","NDARUGU","GAKUYU COOPERATE SAVINGS AND CREDIT SOCIETY LIMITED","Transport SACCO","Registered","CS/5129",2,"KIGANJO NGENDA",61.1,60,39.4,11.1,83.3,66.7,40,52.3,"B"
"245","GATUNDU SOUTH","NDARUGU","MUNYUINI YOUTH SACCO LIMITED","Employer Based SACCO","Registered","CS/19014",1,"NDARUGU",77.8,53.3,45.5,11.1,0,50,40,37.7,"C"
"246","GATUNDU SOUTH","NDARUGU","NDARUGU YOUTH EMPOWERMENT SACCO","Community Based SACCO","Registered","CS/19033",1,"KIGANJO",77.8,53.3,42.4,11.1,16.7,27.8,33.3,34.4,"C"
"247","GATUNDU SOUTH","NDARUGU","4GN TRANSPORT SACCO","Transport SACCO","Registered","CS/13500",1,"KIGANJO",44.4,33.3,15.2,0,50,0,26.7,20.9,"D"
"248","LIMURU","NDEIYA","Githiga United Savings And Credit Co-Operative Society Ltd","Community Based SACCO","Registered","Cs/12781",3,"NDEIYA LIMURU CENTRAL LIMURU EAST",77.8,73.3,84.8,55.6,83.3,61.1,66.7,72.5,"B"
"249","LIMURU","NDEIYA","LIMLAK SACCO","Community Based SACCO","Registered","CS/16153",4,"LIMURU CENTRAL LIMURU EAST NDEIYA NGECHA TIGONI",50,53.3,84.8,44.4,33.3,77.8,73.3,63.2,"B"
"250","LIMURU","NDEIYA","Githobokoni Kwihota SACCO","Community Based SACCO","Registered","Cs/21055",1,"LIMURU EAST",83.3,60,72.7,33.3,33.3,33.3,66.7,52.2,"B"
"251","LIMURU","NDEIYA","Githobokoni Kwihota SACCO","Community Based SACCO","Registered","Cs/12106",2,"LIMURU CENTRAL NDEIYA",33.3,53.3,75.8,22.2,16.7,66.7,26.7,48.3,"C"
"252","KIAMBAA","NDENDERU","PCEA Evergreen Sacco","Faith Based SACCO","Registered","CS/15157",1,"NDENDERU",55.6,60,69.7,33.3,50,72.2,73.3,61.1,"B"
"253","KIAMBAA","NDENDERU","Kuza Savings and Credit Co operative Society Limited","Community Based SACCO","Registered","CS/15587",5,"LIMURU CENTRAL KARURI Kiambu TOWNSHIP MUCHATHA NDENDERU",77.8,40,84.8,44.4,50,50,66.7,58.9,"B"
"254","KIAMBAA","NDENDERU","Milestep Savings and Credit Cooperative Society Limited","Other","Registered","CS/20970",2,"KIKUYU NDENDERU",77.8,46.7,66.7,44.4,50,61.1,66.7,57.9,"B"
"255","KIAMBAA","NDENDERU","ACMECO Sacco","Employer Based SACCO","Registered","CS/8478",1,"NDENDERU",55.6,40,63.6,44.4,0,44.4,66.7,44.3,"C"
"256","KIAMBAA","NDENDERU","SHARKBROOK WORKERS SAVING AND CREDIT CO-OPERATIVE SOCIETY LIMITED","Employer Based SACCO","Registered","CS/13906",1,"NDUMBERI",55.6,46.7,78.8,22.2,0,27.8,33.3,39.5,"C"
"257","KIAMBAA","NDENDERU","NDEFRI SAVINGS AND CREDIT COOPERTIVE SOCIETY LIMITED","Community Based SACCO","Registered","CS/17622",1,"NDENDERU",77.8,20,60.6,11.1,0,55.6,0,33.3,"C"
"258","KIAMBAA","NDENDERU","ACK ST.Andrew's Wangunyu Saving and Credit Co-operative Society Limited","Faith Based SACCO","Registered","CS/17168",1,"NDENDERU",77.8,13.3,48.5,22.2,16.7,27.8,0,27.8,"C"
"259","KIAMBAA","NDENDERU","Ndetrans Sacco","Transport SACCO","Registered","CS/24525",1,"NDENDERU",66.7,33.3,48.5,11.1,0,0,20,22.8,"D"
"260","KIAMBAA","NDENDERU","Nderua Boda Transport co-operative Society Limited","Transport SACCO","Registered","CS/26879",1,"KIHARA",44.4,33.3,39.4,22.2,0,0,0,18.9,"D"
"261","KIAMBU","NDUMBERI","Ndumberi Youth","Agri Based SACCO","Registered","CS/5979",5,"GITHUNGURI LIMURU CENTRAL LIMURU EAST NDUMBERI CIANDA",66.7,46.7,80.3,22.2,50,66.7,60,58.3,"B"
"262","KIAMBU","NDUMBERI","Ndumberi Youth","Community Based SACCO","Registered","CS/9806",4,"Kiambu TOWNSHIP TING'ANG'A RIABAI NDUMBERI",55.6,46.7,63.6,33.3,50,50,66.7,52.6,"B"
"263","KIAMBU","NDUMBERI","Ndutiria Rural Sacco","Agri Based SACCO","Registered","CS/7487",3,"TING'ANG'A RIABAI NDUMBERI",50,53.3,60.6,33.3,16.7,66.7,53.3,49.6,"C"
"264","KIAMBU","NDUMBERI","Maisha Mapya Sacco","Faith Based SACCO","Registered","CS/11146",2,"NDUMBERI TING'ANG'A",66.7,26.7,51.5,33.3,0,77.8,53.3,44.1,"C"
"265","KIAMBU","NDUMBERI","Ndumberi Ward Sacco","Agri Based SACCO","Registered","CS/8061",4,"NDUMBERI RIABAI TING'ANG'A Thika TOWNSHIP",50,20,60.6,22.2,50,38.9,46.7,42.1,"C"
"266","KIAMBU","NDUMBERI","Kiambaa Vets","Agri Based SACCO","Registered","CS/7107",4,"Kiambu TOWNSHIP NDUMBERI RIABAI TING'ANG'A",44.4,40,48.5,44.4,33.3,33.3,40,40.4,"C"
"267","KIAMBU","NDUMBERI","Kamundu Sacco","Other","Registered","CS/6407",1,"NDUMBERI",66.7,20,51.5,33.3,16.7,50,33.3,38,"C"
"268","LIMURU","NGECHA TIGONI","St Pauls university sacco Limited","Employer Based SACCO","Registered","CS/14245",1,"NGECHA TIGONI",55.6,53.3,69.7,33.3,83.3,44.4,46.7,56.9,"B"
"269","LIMURU","NGECHA TIGONI","Flow grow sacco limited","Employer Based SACCO","Registered","CS/8365",1,"NGECHA TIGONI",55.6,53.3,78.8,22.2,16.7,61.1,40,50.3,"B"
"270","LIMURU","NGECHA TIGONI","Terrasan Cooperative Sacco Limited","Employer Based SACCO","Registered","CS/8571",2,"NDENDERU NGECHA TIGONI",55.6,60,30.3,22.2,66.7,50,53.3,46.7,"C"
"271","LIMURU","NGECHA TIGONI","Tigoni workers sacco","Employer Based SACCO","Registered","CS/14797",3,"LIMURU CENTRAL LIMURU EAST NGECHA TIGONI",55.6,33.3,51.5,33.3,16.7,72.2,40,44.6,"C"
"272","LIMURU","NGECHA TIGONI","Flora Delight Sacco limited","Employer Based SACCO","Registered","CS/18284",1,"NGECHA TIGONI",77.8,53.3,51.5,11.1,16.7,61.1,40,43.8,"C"
"273","LIMURU","NGECHA TIGONI","Tigoni day unit savings and credit cooperative society limited","Employer Based SACCO","Registered","Cs/14315",3,"LIMURU CENTRAL LIMURU EAST NGECHA TIGONI",55.6,33.3,78.8,22.2,0,50,46.7,43.2,"C"
"274","LIMURU","NGECHA TIGONI","Limuru Country club staff Sacco limited","Employer Based SACCO","Registered","CS/6866",3,"LIMURU CENTRAL LIMURU EAST NGECHA TIGONI",66.7,46.7,60.6,22.2,16.7,38.9,40,41.2,"C"
"275","LIMURU","NGECHA TIGONI","Redhill nursuries Workers sacco","Employer Based SACCO","Registered","CS/26697",2,"NGECHA TIGONI KIGANJO",55.6,33.3,51.5,22.2,16.7,5.6,46.7,30.6,"C"
"276","LIMURU","NGECHA TIGONI","Flower Quest Workers Sacco limited","Employer Based SACCO","Registered","CS/29465",2,"LIMURU EAST NGECHA TIGONI",55.6,13.3,42.4,11.1,0,0,33.3,19.2,"D"
"277","LIMURU","NGECHA TIGONI","Redhill flower sacco","Employer Based SACCO","Proposed",NA,1,"NGECHA TIGONI",22.2,33.3,24.2,11.1,16.7,0,6.7,16.2,"D"
"278","LIMURU","NGECHA TIGONI","Ngecha Tigoni community sacco","Agri Based SACCO","Proposed",NA,1,"NGECHA TIGONI",27.8,13.3,30.3,22.2,16.7,0,0,15.5,"D"
"279","LIMURU","NGECHA TIGONI","Coomete farm sacco","Employer Based SACCO","Proposed",NA,1,"NGECHA TIGONI",44.4,26.7,6.1,0,0,0,0,7.6,"D"
"280","GATUNDU SOUTH","NGENDA","Gathers Sacco","Other","Registered","CS/9616",1,"NGENDA",55.6,66.7,53,33.3,66.7,38.9,73.3,54.1,"B"
"281","GATUNDU SOUTH","NGENDA","Bluefon  Sacco","Other","Registered","Cs/12020",2,"NGENDA KIGANJO",44.4,53.3,63.6,33.3,50,44.4,46.7,49.9,"C"
"282","GATUNDU SOUTH","NGENDA","Gatundu travellers Sacco","Transport SACCO","Registered","Cs/13068",4,"KIAMWANGI KIGANJO NDARUGU NDEIYA",33.3,20,60.6,33.3,16.7,66.7,46.7,43.1,"C"
"283","GATUNDU SOUTH","NGENDA","EEKURIA SAVINGS AND CREDIT CO-OP","Other","Registered","CS/12146",1,"NGENDA",33.3,73.3,42.4,33.3,33.3,16.7,66.7,41.4,"C"
"284","GATUNDU SOUTH","NGENDA","Ritho coffee growers saving and credit co op","Other","Registered","Cs/27985",1,"NGENDA",33.3,26.7,30.3,55.6,66.7,33.3,26.7,38.6,"C"
"285","GATUNDU SOUTH","NGENDA","Gatundu boda boda saving and credit","Transport SACCO","Registered","Cs/14240",4,"NGENDA NDARUGU KIAMWANGI KIGANJO",55.6,33.3,47,33.3,16.7,55.6,13.3,37.5,"C"
"286","GATUNDU SOUTH","NGENDA","Gitwe bodaboda operators Sacco","Transport SACCO","Registered","CS18048",2,"NDARUGU NGENDA",77.8,33.3,45.5,44.4,16.7,5.6,33.3,31.6,"C"
"287","GATUNDU SOUTH","NGENDA","Ngenda umoja community saving and credit","Other","Registered","Cs/29009",1,"NGENDA",22.2,46.7,42.4,55.6,16.7,0,0,27,"C"
"288","GITHUNGURI","NGEWA","GITITU STAFFS SACCO","Employer Based SACCO","Proposed",NA,1,"NGEWA",44.4,33.3,39.4,11.1,33.3,33.3,13.3,30.6,"C"
"289","GITHUNGURI","NGEWA","Narugi development sacco limited","Transport SACCO","Registered","Cs/no 9947",1,"NGEWA",77.8,26.7,15.2,22.2,33.3,44.4,20,29.9,"C"
"290","KABETE","NYADHUNA","Giwa Sacco","Transport SACCO","Registered","CS/13912",3,"KABETE NDENDERU NYADHUNA",55.6,33.3,45.5,11.1,0,27.8,46.7,29.8,"C"
"291","KIAMBU","RIABAI","PCEA kiukenda community sacco","Faith Based SACCO","Registered","SC18382",1,"Kiambu TOWNSHIP",88.9,53.3,87.9,44.4,16.7,77.8,60,62,"B"
"292","KIAMBU","RIABAI","Maakiou Estate sacco ltd","Employer Based SACCO","Registered","CS/9572",2,"KAHAWA SUKARI KAHAWA WENDANI",55.6,33.3,57.6,11.1,16.7,50,53.3,40.2,"C"
"293","KIAMBU","RIABAI","DOONDU COOPERATIVE SOCIETY","Employer Based SACCO","Registered","Cs//5353",1,"TING'ANG'A",66.7,33.3,57.6,11.1,0,33.3,26.7,32.2,"C"
"294","KIKUYU","SIGONA","Jasiri Savings and Credit Co-operative Society Limited","Community Based SACCO","Registered","CS/22371",4,"KABETE KIKUYU MUGUGA NGECHA TIGONI",77.8,53.3,87.9,44.4,50,55.6,60,62,"B"
"295","KIKUYU","SIGONA","PCEA Simaguri Sacco Ltd","Faith Based SACCO","Registered","CS/19617",4,"MUGUGA SIGONA GITARU KIKUYU",77.8,73.3,72.7,22.2,16.7,66.7,60,56.1,"B"
"296","KIKUYU","SIGONA","Damacrest Savings and Credit Co-operative Society Limited","Employer Based SACCO","Registered","CS/16170",3,"KIKUYU KINOO UTHIRU",77.8,46.7,60.6,22.2,0,72.2,46.7,46.6,"C"
"297","KIKUYU","SIGONA","Pada Security Savings and Credit Co-operative Society Limited","Employer Based SACCO","Registered","CS/24570",6,"KABETE GITARU KIKUYU KINOO MUGUGA SIGONA",66.7,46.7,69.7,22.2,0,50,60,45,"C"
"298","KIKUYU","SIGONA","Sigona Golf Cooperative Savings and Credit Society Limited","Employer Based SACCO","Registered","CS/4425",5,"KIKUYU KINOO MUGUGA GITARU SIGONA",66.7,46.7,60.6,11.1,0,61.1,53.3,43.2,"C"
"299","KIKUYU","SIGONA","Sigona Dairy Farmers Rural Savings and Credit Co-operative Society Limited","Agri Based SACCO","Registered","CS/27838",2,"MUGUGA SIGONA",55.6,33.3,30.3,0,16.7,33.3,26.7,26.6,"C"
"300","KIKUYU","SIGONA","Sigona Muungano Savings","Community Based SACCO","Registered","CS/26781",1,"SIGONA",44.4,46.7,51.5,22.2,0,5.6,13.3,26.2,"C"
"301","JUJA","THETA","Pcea Murera Sacco","Community Based SACCO","Registered","Cs/22209",1,"THETA",88.9,40,51.5,22.2,66.7,61.1,40,51.2,"B"
"302","JUJA","THETA","Paradiso Sacco","Faith Based SACCO","Registered","Cs/17271",1,"THETA",77.8,13.3,60.6,22.2,16.7,61.1,6.7,37.9,"C"
"303","JUJA","THETA","Saniata","Agri Based SACCO","Registered","Cs/29463",1,"THETA",66.7,26.7,54.5,11.1,0,0,46.7,25.9,"C"
"304","KIAMBU","TING'ANG'A","Ngewa Youth Sacco","Employer Based SACCO","Registered","CS/16504",1,"Kiambu TOWNSHIP",55.6,53.3,57.6,11.1,16.7,22.2,66.7,39,"C"
"305","THIKA TOWN","Thika TOWNSHIP","AZIMA SACCO","Community Based SACCO","Registered","Cs1615",6,"GATUANYAGA GITHIGA GITARU BIASHARA KAMENU Thika TOWNSHIP",83.3,86.7,63.6,66.7,50,44.4,80,64.2,"B"
"306","THIKA TOWN","Thika TOWNSHIP","Orient sacco","Community Based SACCO","Registered","Cs8012",11,"BIASHARA BIBIRIONI CHANIA CIANDA GATONG'ORA HOSPITAL KAHAWA SUKARI KAHAWA WENDANI KAMENU LIMURU CENTRAL LIMURU EAST",55.6,73.3,63.6,55.6,33.3,33.3,80,54.7,"B"
"307","THIKA TOWN","Thika TOWNSHIP","KIAMBU CHANIA UMOJA SACCO","Other","Registered","Cs 10092",35,"Thika TOWNSHIP THETA NYANDUMA RIABAI SIGONA WITEITHIE UTHIRU TING'ANG'A NYADHUNA NGOLIBA NGEWA NGENDA NGECHA TIGONI NDUMBERI NDENDERU NDEIYA MWIHOKO MURERA MUGUGA MANG'U LIMURU EAST LIMURU CENTRAL LARI/KIRENGA KOMOTHAI KIUU KINOO KINALE KIKUYU BIASHARA BIBIRIONI CHANIA CIANDA GITARU GATONG'ORA GATUANYAGA",55.6,53.3,60.6,33.3,66.7,27.8,60,50.3,"B"
"308","THIKA TOWN","Thika TOWNSHIP","BCB","Community Based SACCO","Registered","Cs8555",3,"CHANIA HOSPITAL Thika TOWNSHIP",55.6,46.7,63.6,22.2,50,38.9,53.3,47.7,"C"
"309","THIKA TOWN","Thika TOWNSHIP","Mtaji sacco","Employer Based SACCO","Registered","Cs/18852",4,"Thika TOWNSHIP WITEITHIE KIHARA BIASHARA",55.6,46.7,54.5,22.2,16.7,66.7,60,46.8,"C"
"310","THIKA TOWN","Thika TOWNSHIP","Thika memorial sacco","Community Based SACCO","Registered","Cs4010",1,"Thika TOWNSHIP",66.7,46.7,81.8,22.2,0,44.4,60,46.7,"C"
"311","THIKA TOWN","Thika TOWNSHIP","CHANIA traveller's sacco","Transport SACCO","Registered","Cs9689",7,"CHANIA GATUANYAGA HOSPITAL KAHAWA SUKARI KAHAWA WENDANI Kiambu TOWNSHIP Thika TOWNSHIP",55.6,40,60.6,33.3,33.3,38.9,66.7,46.2,"C"
"312","THIKA TOWN","Thika TOWNSHIP","Mataara travellers sacco","Transport SACCO","Registered","Cs/10456",10,"Kiambu TOWNSHIP KIKUYU JUJA KALIMONI KARURI KIAMWANGI LIMURU CENTRAL LIMURU EAST Thika TOWNSHIP WITEITHIE",55.6,26.7,54.5,11.1,66.7,27.8,66.7,42.9,"C"
"313","THIKA TOWN","Thika TOWNSHIP","Kiambu county women sacco","Community Based SACCO","Registered","CS1548",1,"Thika TOWNSHIP",55.6,86.7,33.3,22.2,16.7,38.9,53.3,41.7,"C"
"314","THIKA TOWN","Thika TOWNSHIP","Juhudi traders sacco","Other","Registered","Cs/14088",6,"BIASHARA GATUANYAGA HOSPITAL JUJA Thika TOWNSHIP WITEITHIE",33.3,46.7,71.2,22.2,0,44.4,46.7,41.3,"C"
"315","THIKA TOWN","Thika TOWNSHIP","Thika Transport Services Sacco","Transport SACCO","Registered","CS/10565",5,"GATUANYAGA HOSPITAL KAMENU MANG'U Thika TOWNSHIP",55.6,33.3,43.9,33.3,66.7,16.7,60,41.2,"C"
"316","THIKA TOWN","Thika TOWNSHIP","Winsor Flowers Sacco","Employer Based SACCO","Registered","CS/15848",3,"Thika TOWNSHIP KAMENU HOSPITAL",66.7,53.3,63.6,22.2,16.7,33.3,13.3,39.1,"C"
"317","THIKA TOWN","Thika TOWNSHIP","Ithanga travellers sacco","Transport SACCO","Registered","Cs/13335",8,"HOSPITAL JUJA BIASHARA CHANIA GATUANYAGA NGOLIBA Thika TOWNSHIP WITEITHIE",55.6,33.3,40.9,22.2,50,27.8,60,38.9,"C"
"318","THIKA TOWN","Thika TOWNSHIP","Sunveat Sacco","Employer Based SACCO","Registered","CS/25286",2,"GATUANYAGA Thika TOWNSHIP",77.8,53.3,48.5,11.1,16.7,44.4,26.7,38.4,"C"
"319","THIKA TOWN","Thika TOWNSHIP","Gatitu Main Kwa Muthanga sacco","Community Based SACCO","Registered","CS/26580",1,"Thika TOWNSHIP",66.7,33.3,39.4,22.2,16.7,38.9,40,34.3,"C"
"320","THIKA TOWN","Thika TOWNSHIP","Posh Housing","Other","Registered","CS/26259",6,"Kiambu TOWNSHIP Thika TOWNSHIP WITEITHIE KAMENU HOSPITAL GATUANYAGA",55.6,46.7,72.7,0,16.7,5.6,40,34.1,"C"
"321","THIKA TOWN","Thika TOWNSHIP","Chahisco","Employer Based SACCO","Registered","Cs4198",1,"Thika TOWNSHIP",66.7,26.7,51.5,22.2,0,38.9,40,33.6,"C"
"322","THIKA TOWN","Thika TOWNSHIP","Thika teachers housing cooperative society","Employer Based SACCO","Registered","Cs8730",3,"HOSPITAL Kiambu TOWNSHIP Thika TOWNSHIP",44.4,33.3,69.7,22.2,0,5.6,60,33,"C"
"323","THIKA TOWN","Thika TOWNSHIP","Thimu travellers sacco","Transport SACCO","Registered","Cs/13570",2,"KAMENU Thika TOWNSHIP",55.6,20,48.5,11.1,0,33.3,60,30.9,"C"
"324","THIKA TOWN","Thika TOWNSHIP","Umithio sacco","Employer Based SACCO","Registered","Cs7872",2,"HOSPITAL Thika TOWNSHIP",55.6,46.7,54.5,33.3,0,22.2,0,30.8,"C"
"325","THIKA TOWN","Thika TOWNSHIP","Pamoja development sacco","Community Based SACCO","Registered","Cs/16789",3,"HOSPITAL Thika TOWNSHIP KAMENU",55.6,73.3,48.5,11.1,0,5.6,26.7,30,"C"
"326","THIKA TOWN","Thika TOWNSHIP","T.W.N travellers sacco","Transport SACCO","Registered","Cs/13165",2,"JUJA Thika TOWNSHIP",55.6,33.3,22.7,22.2,16.7,22.2,60,28.6,"C"
"327","THIKA TOWN","Thika TOWNSHIP","Kiwanja Sporting Sacco","Community Based SACCO","Registered","CS/26775",1,"Thika TOWNSHIP",22.2,46.7,30.3,22.2,33.3,0,46.7,27.4,"C"
"328","THIKA TOWN","Thika TOWNSHIP","Uzima Jamii Sacco","Faith Based SACCO","Registered","CS/27432",7,"Thika TOWNSHIP JUJA HOSPITAL GATUANYAGA CHANIA WITEITHIE MANG'U",55.6,40,42.4,11.1,0,16.7,40,27.2,"C"
"329","THIKA TOWN","Thika TOWNSHIP","THIKA TOWNSHIP BODABODA","Transport SACCO","Registered","CS/26739",13,"NGOLIBA Thika TOWNSHIP GATUANYAGA CHANIA HOSPITAL JUJA KAHAWA SUKARI KAHAWA WENDANI KAMENU Kiambu TOWNSHIP MANG'U WITEITHIE NDARUGU",44.4,33.3,30.3,33.3,33.3,0,33.3,26.5,"C"
"330","THIKA TOWN","Thika TOWNSHIP","St David junior school sacco society","Employer Based SACCO","Registered","Cs6343",1,"Thika TOWNSHIP",66.7,33.3,21.2,0,0,44.4,0,22.1,"D"
"331","THIKA TOWN","Thika TOWNSHIP","Blue highland sacco","Employer Based SACCO","Registered","Cs3427",1,"Thika TOWNSHIP",66.7,20,42.4,22.2,0,11.1,0,21,"D"
"332","THIKA TOWN","Thika TOWNSHIP","N.t.t.s sacco","Transport SACCO","Registered","Cs/5646",1,"Thika TOWNSHIP",44.4,20,30.3,22.2,0,0,26.7,17.5,"D"
"333","KABETE","UTHIRU","Mariguini Boda Sacco","Transport SACCO","Registered","CS/26176",1,"KABETE",77.8,33.3,42.4,44.4,50,44.4,6.7,41,"C"
"334","JUJA","WITEITHIE","Nyanathi Sacco","Transport SACCO","Registered","CS/17038",1,"WITEITHIE",88.9,60,57.6,11.1,16.7,61.1,53.3,48.1,"C"
"335","JUJA","WITEITHIE","Kukandaki Sacco","Transport SACCO","Registered","CS/24201",1,"WITEITHIE",66.7,33.3,78.8,22.2,0,50,40,43.1,"C"
"336","JUJA","WITEITHIE","Wikika Sacco","Community Based SACCO","Registered","CS/14313",1,"WITEITHIE",77.8,46.7,69.7,11.1,16.7,27.8,33.3,39.6,"C"
"337","JUJA","WITEITHIE","Mukibuki Sacco","Transport SACCO","Registered","CS/18712",1,"WITEITHIE",77.8,46.7,39.4,11.1,0,33.3,26.7,30.6,"C"
